"bed_code","room_class_code","room_code"
"de13457d-32aa-4aef-96d7-6d9478e84df8","c7acd6dd-45d6-4672-b866-74fbbba1074b","7cb857c9-97fc-4365-8ce8-c31449ffb81e"
"de9d7673-09b1-4e5e-8d8a-fc1e59840efc","e67f2ff0-d0c7-4c47-adec-1f1ed9d130d4","caec8e28-378e-41eb-9df0-1745c44aa194"
"df070cca-4259-4a56-97a9-7d0104bdbebc","c7acd6dd-45d6-4672-b866-74fbbba1074b","6fc2fbfc-ddea-4352-b062-b4beb784bcd2"
"df7720a0-8491-4ab0-a755-4b2dd75d7868","c7acd6dd-45d6-4672-b866-74fbbba1074b","f8d606b3-fde0-49cb-be57-9c9c7483aef0"
"dfb3edaf-3692-4206-91f0-487aedd4dcd9","d96a71fc-8ee6-460e-a4b5-cb5e3b703b2e","139f909e-04ee-4459-822e-bdbc5696b55e"
"e07a55fc-1014-4373-a564-c308b1bb608f","c7acd6dd-45d6-4672-b866-74fbbba1074b","6fc2fbfc-ddea-4352-b062-b4beb784bcd2"
"e0a63f4d-0e68-4f2a-ab71-288ec8863023","e67f2ff0-d0c7-4c47-adec-1f1ed9d130d4","4f6ed5e2-186b-41eb-865d-c1b544b07089"
"e23d9429-e667-4d5a-b836-e7b85f274598","d96a71fc-8ee6-460e-a4b5-cb5e3b703b2e","139f909e-04ee-4459-822e-bdbc5696b55e"
"e6500859-9a68-47b4-ad8e-32fdcc7cefff","d96a71fc-8ee6-460e-a4b5-cb5e3b703b2e","7b421cb7-a816-453f-8a6a-574f43d13b5b"
"e6949619-db83-4c01-9aef-519d9170eaed","d96a71fc-8ee6-460e-a4b5-cb5e3b703b2e","fa4425e7-abaa-480b-98fb-15fc0449daa5"
"e715ec13-3efc-45f9-9191-b7e034daa08d","d96a71fc-8ee6-460e-a4b5-cb5e3b703b2e","0dd37efc-cbbe-45c4-8174-afc5eaa287da"
"e77464c4-50f9-4470-8dba-e6b50b0961fd","d96a71fc-8ee6-460e-a4b5-cb5e3b703b2e","d2ec7b07-3132-4d5a-8569-175ea2a82ba7"
"e882453d-229f-439a-a25d-17e5d79e6fb5","23344a02-6459-442a-b6c7-5f0019ae2964","78898dab-665e-4ab1-b302-977917f222f3"
"ed4cfc7a-02fc-41c7-9d48-71183d7d224c","d96a71fc-8ee6-460e-a4b5-cb5e3b703b2e","d2ec7b07-3132-4d5a-8569-175ea2a82ba7"
"ee16ad7e-337b-4618-9992-2859fa3af353","e67f2ff0-d0c7-4c47-adec-1f1ed9d130d4","4f6ed5e2-186b-41eb-865d-c1b544b07089"
"ef0153d7-ae53-4120-b44c-15b42200878f","e67f2ff0-d0c7-4c47-adec-1f1ed9d130d4","d39740cf-9086-476d-895d-ba3e34d3332a"
"f0741dbc-d790-4b8c-880e-70bfbacf0b03","c7acd6dd-45d6-4672-b866-74fbbba1074b","fc6e418b-c1d7-4312-ad77-200d39bc4c8b"
"f08fb75e-1cc3-4320-a116-7503993abe5f","d96a71fc-8ee6-460e-a4b5-cb5e3b703b2e","b0220967-272d-4642-b37a-207ed0c8b4f1"
"f0ba0743-4fef-41f6-9338-ca0c0071c133","d96a71fc-8ee6-460e-a4b5-cb5e3b703b2e","0da7333f-dc0b-451d-b40d-473c1d755b90"
"f24cb9d4-d018-4076-820b-ef3e109516bf","d96a71fc-8ee6-460e-a4b5-cb5e3b703b2e","d2ec7b07-3132-4d5a-8569-175ea2a82ba7"
"f3016e60-a94c-44e2-a0c7-39714474c05f","e67f2ff0-d0c7-4c47-adec-1f1ed9d130d4","74b7e7f3-bb34-4894-bdde-d07a2a628ee3"
"f4668d8e-fe54-4b0d-a1af-42d0c11f58c0","e67f2ff0-d0c7-4c47-adec-1f1ed9d130d4","374585ef-eba8-406b-a636-42b28b958e77"
"f56e9267-6139-419e-9ad9-e335dcbcbc0a","d96a71fc-8ee6-460e-a4b5-cb5e3b703b2e","7b421cb7-a816-453f-8a6a-574f43d13b5b"
"f6f70a22-cf81-45bd-a9d3-22ba80dea378","d96a71fc-8ee6-460e-a4b5-cb5e3b703b2e","fa4425e7-abaa-480b-98fb-15fc0449daa5"
"f8321db1-c480-4438-b5c9-802c19e56b91","d96a71fc-8ee6-460e-a4b5-cb5e3b703b2e","d2ec7b07-3132-4d5a-8569-175ea2a82ba7"
"f9405328-1d3c-4f2f-9619-9ffa2339cc50","d96a71fc-8ee6-460e-a4b5-cb5e3b703b2e","d2ec7b07-3132-4d5a-8569-175ea2a82ba7"
"faaee648-4040-44f1-94fa-bc600b0b9243","d96a71fc-8ee6-460e-a4b5-cb5e3b703b2e","d2ec7b07-3132-4d5a-8569-175ea2a82ba7"
"fb5eb393-d850-4fa5-b968-7e255b7175f8","e67f2ff0-d0c7-4c47-adec-1f1ed9d130d4","caec8e28-378e-41eb-9df0-1745c44aa194"
"fc38f52d-daee-4257-9288-9eec906daf2e","e67f2ff0-d0c7-4c47-adec-1f1ed9d130d4","40ec1069-f33c-46eb-9862-06fa8582b7d4"
"fddb32a8-5eaa-4d75-8c15-44258ca0e820","e67f2ff0-d0c7-4c47-adec-1f1ed9d130d4","40ec1069-f33c-46eb-9862-06fa8582b7d4"
